,Unnamed: 0,Unnamed: 0.1,ExpID,DataSetID,wellID,treatment,conc_uM,Medium,plateID,tp,tp.live,measurement,obj,cell_line,mitoT_conc,Plate_type,size,extra_zoom,In_Focuse,id,picture,wellID2,info_for_ws170,channel_mitotracker,grayMitoImages,segmentedMitoImages,clusifiedMitoImages
1990,1990,3809,WS170,WS170_4,G10,valinomycin,5e-05,glucose,2,4.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1262,2,G10_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_4/Images/4h/G10_2/G10_ws170_p2_col1011_4h_xy52c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_4_G10_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_4_G10_2_TP.png
1991,1991,3810,WS170,WS170_4,B11,mepronil,10.0,glucose,2,4.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1263,1,B11_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_4/Images/4h/B11_1/B11_ws170_p2_col1011_4h_xy10c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_4_B11_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_4_B11_1_TP.png
1992,1992,3811,WS170,WS170_4,B11,mepronil,10.0,glucose,2,4.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1263,2,B11_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_4/Images/4h/B11_2/B11_ws170_p2_col1011_4h_xy10c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_4_B11_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_4_B11_2_TP.png
1993,1993,3812,WS170,WS170_4,C11,mepronil,2.0,glucose,2,4.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1264,1,C11_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_4/Images/4h/C11_1/C11_ws170_p2_col1011_4h_xy11c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_4_C11_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_4_C11_1_TP.png
1994,1994,3813,WS170,WS170_4,C11,mepronil,2.0,glucose,2,4.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1264,2,C11_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_4/Images/4h/C11_2/C11_ws170_p2_col1011_4h_xy11c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_4_C11_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_4_C11_2_TP.png
1995,1995,3814,WS170,WS170_4,D11,mepronil,0.4,glucose,2,4.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1265,1,D11_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_4/Images/4h/D11_1/D11_ws170_p2_col1011_4h_xy30c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_4_D11_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_4_D11_1_TP.png
1996,1996,3815,WS170,WS170_4,D11,mepronil,0.4,glucose,2,4.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1265,2,D11_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_4/Images/4h/D11_2/D11_ws170_p2_col1011_4h_xy30c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_4_D11_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_4_D11_2_TP.png
1997,1997,3816,WS170,WS170_4,E11,mepronil,0.08,glucose,2,4.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1266,1,E11_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_4/Images/4h/E11_1/E11_ws170_p2_col1011_4h_xy31c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_4_E11_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_4_E11_1_TP.png
1998,1998,3817,WS170,WS170_4,E11,mepronil,0.08,glucose,2,4.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1266,2,E11_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_4/Images/4h/E11_2/E11_ws170_p2_col1011_4h_xy31c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_4_E11_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_4_E11_2_TP.png
1999,1999,3818,WS170,WS170_4,F11,mepronil,0.016,glucose,2,4.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1267,1,F11_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_4/Images/4h/F11_1/F11_ws170_p2_col1011_4h_xy50c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_4_F11_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_4_F11_1_TP.png
2000,2000,3819,WS170,WS170_4,F11,mepronil,0.016,glucose,2,4.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1267,2,F11_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_4/Images/4h/F11_2/F11_ws170_p2_col1011_4h_xy50c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_4_F11_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_4_F11_2_TP.png
2001,2001,3820,WS170,WS170_4,G11,mepronil,0.0032,glucose,2,4.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1268,1,G11_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_4/Images/4h/G11_1/G11_ws170_p2_col1011_4h_xy51c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_4_G11_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_4_G11_1_TP.png
2002,2002,3821,WS170,WS170_4,G11,mepronil,0.0032,glucose,2,4.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1268,2,G11_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_4/Images/4h/G11_2/G11_ws170_p2_col1011_4h_xy51c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_4_G11_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_4_G11_2_TP.png
2003,2003,3822,WS170,WS170_5,B02,DMEM,0.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1209,1,B02_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/B02_1/B02_ws170_p2_col23_8h_xy01c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_B02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_B02_1_TP.png
2004,2004,3824,WS170,WS170_5,C02,DMEM,0.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1210,1,C02_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/C02_1/C02_ws170_p2_col23_8h_xy20c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_C02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_C02_1_TP.png
2005,2005,3825,WS170,WS170_5,C02,DMEM,0.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1210,2,C02_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/C02_2/C02_ws170_p2_col23_8h_xy20c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_C02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_C02_2_TP.png
2006,2006,3826,WS170,WS170_5,D02,DMEM,0.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1211,1,D02_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/D02_1/D02_ws170_p2_col23_8h_xy21c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_D02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_D02_1_TP.png
2007,2007,3827,WS170,WS170_5,D02,DMEM,0.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1211,2,D02_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/D02_2/D02_ws170_p2_col23_8h_xy21c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_D02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_D02_2_TP.png
2008,2008,3828,WS170,WS170_5,E02,DMSO,0.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1212,1,E02_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/E02_1/E02_ws170_p2_col23_8h_xy40c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_E02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_E02_1_TP.png
2009,2009,3829,WS170,WS170_5,E02,DMSO,0.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1212,2,E02_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/E02_2/E02_ws170_p2_col23_8h_xy40c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_E02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_E02_2_TP.png
2010,2010,3830,WS170,WS170_5,F02,DMSO,0.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1213,1,F02_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/F02_1/F02_ws170_p2_col23_8h_xy41c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_F02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_F02_1_TP.png
2011,2011,3831,WS170,WS170_5,F02,DMSO,0.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1213,2,F02_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/F02_2/F02_ws170_p2_col23_8h_xy41c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_F02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_F02_2_TP.png
2012,2012,3832,WS170,WS170_5,G02,DMSO,0.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1214,1,G02_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/G02_1/G02_ws170_p2_col23_8h_xy60c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_G02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_G02_1_TP.png
2013,2013,3833,WS170,WS170_5,G02,DMSO,0.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1214,2,G02_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/G02_2/G02_ws170_p2_col23_8h_xy60c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_G02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_G02_2_TP.png
2014,2014,3834,WS170,WS170_5,B03,antimcyin,1.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1215,1,B03_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/B03_1/B03_ws170_p2_col23_8h_xy02c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_B03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_B03_1_TP.png
2015,2015,3835,WS170,WS170_5,B03,antimcyin,1.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1215,2,B03_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/B03_2/B03_ws170_p2_col23_8h_xy02c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_B03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_B03_2_TP.png
2016,2016,3836,WS170,WS170_5,C03,antimcyin,0.2,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1216,1,C03_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/C03_1/C03_ws170_p2_col23_8h_xy19c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_C03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_C03_1_TP.png
2017,2017,3837,WS170,WS170_5,C03,antimcyin,0.2,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1216,2,C03_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/C03_2/C03_ws170_p2_col23_8h_xy19c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_C03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_C03_2_TP.png
2018,2018,3838,WS170,WS170_5,D03,antimcyin,0.04,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1217,1,D03_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/D03_1/D03_ws170_p2_col23_8h_xy22c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_D03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_D03_1_TP.png
2019,2019,3839,WS170,WS170_5,D03,antimcyin,0.04,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1217,2,D03_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/D03_2/D03_ws170_p2_col23_8h_xy22c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_D03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_D03_2_TP.png
2020,2020,3840,WS170,WS170_5,E03,antimcyin,0.008,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1218,1,E03_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/E03_1/E03_ws170_p2_col23_8h_xy39c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_E03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_E03_1_TP.png
2021,2021,3841,WS170,WS170_5,E03,antimcyin,0.008,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1218,2,E03_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/E03_2/E03_ws170_p2_col23_8h_xy39c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_E03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_E03_2_TP.png
2022,2022,3842,WS170,WS170_5,F03,antimcyin,0.0016,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1219,1,F03_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/F03_1/F03_ws170_p2_col23_8h_xy42c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_F03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_F03_1_TP.png
2023,2023,3843,WS170,WS170_5,F03,antimcyin,0.0016,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1219,2,F03_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/F03_2/F03_ws170_p2_col23_8h_xy42c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_F03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_F03_2_TP.png
2024,2024,3844,WS170,WS170_5,G03,antimcyin,0.00032,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1220,1,G03_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/G03_1/G03_ws170_p2_col23_8h_xy59c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_G03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_G03_1_TP.png
2025,2025,3845,WS170,WS170_5,G03,antimcyin,0.00032,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1220,2,G03_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/G03_2/G03_ws170_p2_col23_8h_xy59c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_G03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_G03_2_TP.png
2026,2026,3846,WS170,WS170_5,B04,cyclosporin,25.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1221,1,B04_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/B04_1/B04_ws170_p2_c45_8h_xy03c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_B04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_B04_1_TP.png
2027,2027,3847,WS170,WS170_5,B04,cyclosporin,25.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1221,2,B04_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/B04_2/B04_ws170_p2_c45_8h_xy03c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_B04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_B04_2_TP.png
2028,2028,3848,WS170,WS170_5,C04,cyclosporin,5.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1222,1,C04_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/C04_1/C04_ws170_p2_c45_8h_xy18c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_C04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_C04_1_TP.png
2029,2029,3849,WS170,WS170_5,C04,cyclosporin,5.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1222,2,C04_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/C04_2/C04_ws170_p2_c45_8h_xy18c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_C04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_C04_2_TP.png
2030,2030,3850,WS170,WS170_5,D04,cyclosporin,1.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1223,1,D04_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/D04_1/D04_ws170_p2_c45_8h_xy23c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_D04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_D04_1_TP.png
2031,2031,3851,WS170,WS170_5,D04,cyclosporin,1.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1223,2,D04_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/D04_2/D04_ws170_p2_c45_8h_xy23c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_D04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_D04_2_TP.png
2032,2032,3852,WS170,WS170_5,E04,cyclosporin,0.2,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1224,1,E04_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/E04_1/E04_ws170_p2_c45_8h_xy38c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_E04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_E04_1_TP.png
2033,2033,3853,WS170,WS170_5,E04,cyclosporin,0.2,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1224,2,E04_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/E04_2/E04_ws170_p2_c45_8h_xy38c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_E04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_E04_2_TP.png
2034,2034,3855,WS170,WS170_5,F04,cyclosporin,0.04,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1225,2,F04_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/F04_2/F04_ws170_p2_c45_8h_xy43c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_F04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_F04_2_TP.png
2035,2035,3856,WS170,WS170_5,G04,cyclosporin,0.008,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1226,1,G04_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/G04_1/G04_ws170_p2_c45_8h_xy58c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_G04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_G04_1_TP.png
2036,2036,3857,WS170,WS170_5,G04,cyclosporin,0.008,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1226,2,G04_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/G04_2/G04_ws170_p2_c45_8h_xy58c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_G04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_G04_2_TP.png
2037,2037,3860,WS170,WS170_5,C05,DCCD,4.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1228,1,C05_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/C05_1/C05_ws170_p2_c45_8h_xy17c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_C05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_C05_1_TP.png
2038,2038,3861,WS170,WS170_5,C05,DCCD,4.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1228,2,C05_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/C05_2/C05_ws170_p2_c45_8h_xy17c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_C05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_C05_2_TP.png
2039,2039,3862,WS170,WS170_5,D05,DCCD,0.8,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1229,1,D05_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/D05_1/D05_ws170_p2_c45_8h_xy24c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_D05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_D05_1_TP.png
2040,2040,3865,WS170,WS170_5,E05,DCCD,0.16,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1230,2,E05_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/E05_2/E05_ws170_p2_c45_8h_xy37c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_E05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_E05_2_TP.png
2041,2041,3866,WS170,WS170_5,F05,DCCD,0.032,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1231,1,F05_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/F05_1/F05_ws170_p2_c45_8h_xy44c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_F05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_F05_1_TP.png
2042,2042,3867,WS170,WS170_5,F05,DCCD,0.032,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1231,2,F05_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/F05_2/F05_ws170_p2_c45_8h_xy44c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_F05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_F05_2_TP.png
2043,2043,3868,WS170,WS170_5,G05,DCCD,0.0064,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1232,1,G05_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/G05_1/G05_ws170_p2_c45_8h_xy57c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_G05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_G05_1_TP.png
2044,2044,3869,WS170,WS170_5,G05,DCCD,0.0064,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1232,2,G05_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/G05_2/G05_ws170_p2_c45_8h_xy57c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_G05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_G05_2_TP.png
2045,2045,3870,WS170,WS170_5,B06,diafenthiuron,20.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1233,1,B06_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/B06_1/B06_ws170_p2_c67_8h_xy05c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_B06_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_B06_1_TP.png
2046,2046,3872,WS170,WS170_5,C06,diafenthiuron,4.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1234,1,C06_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/C06_1/C06_ws170_p2_c67_8h_xy16c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_C06_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_C06_1_TP.png
2047,2047,3873,WS170,WS170_5,C06,diafenthiuron,4.0,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1234,2,C06_2,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/C06_2/C06_ws170_p2_c67_8h_xy16c2t1even.tif,/data/yangh/MitoTData_20200427_B/WS170_5_C06_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_C06_2_TP.png
2048,2048,3874,WS170,WS170_5,D06,diafenthiuron,0.8,glucose,2,8.0,tp,mitoT,60x,WT_HepG2,4000_15000,screenstar,1024,2x,YES,1235,1,D06_1,,c2,/data/yangh/MitoTData_20200427_G/WS170_5/Images/8h/D06_1/D06_ws170_p2_c67_8h_xy25c2t1odd.tif,/data/yangh/MitoTData_20200427_B/WS170_5_D06_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS170_5_D06_1_TP.png
